id,url,path,project_names,category
53,http://www.newswire.ca/en/releases/archive/February2026/19/c8068.html,articles/February202619c8068.html,"['Reliquias', 'Silver Mountain Resources Inc.']",
54,http://www.newswire.ca/en/releases/archive/February2026/19/c0626.html,articles/February202619c0626.html,"['Lawyers-Ranch Project', 'Thesis Gold Inc.']",
55,http://www.newswire.ca/en/releases/archive/February2026/19/c8365.html,articles/February202619c8365.html,"['Undercover Gold', 'South Cortez and South Tonkin']",resource
56,http://www.newswire.ca/en/releases/archive/February2026/19/c1905.html,articles/February202619c1905.html,"['Crawford Nickel Project', 'Timmins Nickel District']",
57,http://www.newswire.ca/en/releases/archive/February2026/19/c9710.html,articles/February202619c9710.html,"['Deere & Company', 'Production & Precision Agriculture', 'Small Agriculture & Turf', 'Construction & Forestry']",resource
58,http://www.newswire.ca/en/releases/archive/February2026/18/c1164.html,articles/February202618c1164.html,"['Lundin Mining Corporation', 'Caserones', 'Chapada', 'Vicuña Project']",resource
59,http://www.newswire.ca/en/releases/archive/February2026/18/c7305.html,articles/February202618c7305.html,"['Artemis Gold', 'Blackwater Mine']",resource
60,http://www.newswire.ca/en/releases/archive/February2026/18/c3831.html,articles/February202618c3831.html,"['Blackwater Mine', 'Expanded Phase 2 project']",resource
61,http://www.newswire.ca/en/releases/archive/February2026/18/c1426.html,articles/February202618c1426.html,"['Lundin Gold', 'FDN', 'FDNS', 'FDN East']",resource
62,http://www.newswire.ca/en/releases/archive/February2026/18/c4260.html,articles/February202618c4260.html,"['OceanaGold', 'Haile Gold Mine', 'Macraes and Waihi operations', 'Didipio Mine']",resource
63,http://www.newswire.ca/en/releases/archive/February2026/18/c1723.html,articles/February202618c1723.html,"['OceanaGold', 'Haile Gold Mine', 'Macraes and Waihi operations', 'Didipio Mine']",resource
64,http://www.newswire.ca/en/releases/archive/February2026/18/c4329.html,articles/February202618c4329.html,"['Guayabales Project', 'Apollo system']",
65,http://www.newswire.ca/en/releases/archive/February2026/18/c8404.html,articles/February202618c8404.html,"['DeLamar Project', 'Florida Canyon Mine']",
66,http://www.newswire.ca/en/releases/archive/February2026/18/c2294.html,articles/February202618c2294.html,"['Tiger Gold Corp.', 'Quinchía Gold Project']",resource
67,http://www.newswire.ca/en/releases/archive/February2026/18/c0482.html,articles/February202618c0482.html,['El Tigre Project'],
68,http://www.newswire.ca/en/releases/archive/February2026/18/c9442.html,articles/February202618c9442.html,"['Power Metallic Mines Inc', 'Lion', 'Nisk Project Area']",resource
69,http://www.newswire.ca/en/releases/archive/February2026/18/c4669.html,articles/February202618c4669.html,['Graphite One Project'],
70,http://www.newswire.ca/en/releases/archive/February2026/18/c1163.html,articles/February202618c1163.html,"['Silver Viper Minerals Corp.', 'Cimarron', 'Coneto Project']",
71,http://www.newswire.ca/en/releases/archive/February2026/18/c1875.html,articles/February202618c1875.html,['Silver Mountain Resources Inc.'],resource
72,http://www.newswire.ca/en/releases/archive/February2026/18/c6679.html,articles/February202618c6679.html,"['Coast Copper Corp.', 'Copper Kettle Property', 'Island Copper Mine', ""BHP's Island Copper Mine""]",
73,http://www.newswire.ca/en/releases/archive/February2026/18/c5962.html,articles/February202618c5962.html,"['NEO Battery Materials Ltd.', 'NBM Drone Cell', 'NBM Drone Cell Packs']",
74,http://www.newswire.ca/en/releases/archive/February2026/18/c9881.html,articles/February202618c9881.html,"['Eagle Gold Mine', 'Victoria Gold Corp']",
75,http://www.newswire.ca/en/releases/archive/February2026/18/c5920.html,articles/February202618c5920.html,"['Campo Morado', 'Reforma', 'El Rey']",
76,http://www.newswire.ca/en/releases/archive/February2026/18/c3969.html,articles/February202618c3969.html,['NiCAN Limited'],resource
77,http://www.newswire.ca/en/releases/archive/February2026/18/c0970.html,articles/February202618c0970.html,"['Hemlo Mining Corp.', 'Hemlo Gold Mine']",resource
78,http://www.newswire.ca/en/releases/archive/February2026/18/c8989.html,articles/February202618c8989.html,"['Luanga PGM+Au+Ni deposit', 'Luanga deposit']",resource
79,http://www.newswire.ca/en/releases/archive/February2026/18/c3221.html,articles/February202618c3221.html,"['Tamarack', 'Golden Summit']",resource
80,http://www.newswire.ca/en/releases/archive/February2026/18/c5588.html,articles/February202618c5588.html,"['Plomosas Silver Project', 'San Marcial Area']",
81,http://www.newswire.ca/en/releases/archive/February2026/18/c0944.html,articles/February202618c0944.html,"['P2 Gold Inc.', 'Gabbs Project']",resource
82,http://www.newswire.ca/en/releases/archive/February2026/18/c4583.html,articles/February202618c4583.html,"['Escacena', 'Cármenes']",
83,http://www.newswire.ca/en/releases/archive/February2026/17/c4136.html,articles/February202617c4136.html,"['Burnt Hill Tungsten Project', 'Nexcel Metals Corp.']",
84,http://www.newswire.ca/en/releases/archive/February2026/17/c3712.html,articles/February202617c3712.html,"['Maple Gold Mines Ltd.', 'Agnico Eagle Mines Limited']",
85,http://www.newswire.ca/en/releases/archive/February2026/17/c0698.html,articles/February202617c0698.html,"['FDN', 'Lundin Gold Inc.']",resource
86,http://www.newswire.ca/en/releases/archive/February2026/17/c4875.html,articles/February202617c4875.html,"['DeLamar Project', 'Florida Canyon Mine']",resource
87,http://www.newswire.ca/en/releases/archive/February2026/17/c3493.html,articles/February202617c3493.html,"['SafeAxis™', 'Allegis', 'PDQ']",
88,http://www.newswire.ca/en/releases/archive/February2026/17/c6690.html,articles/February202617c6690.html,"['GoldHaven Resources Corp.', 'Orla Mining', 'Lundin Gold', 'TRX Gold', 'Aya Gold & Silver']",
89,http://www.newswire.ca/en/releases/archive/February2026/17/c1320.html,articles/February202617c1320.html,"['Eagle Energy Metals Corp.', 'Centrus Energy', 'Constellation Energy', 'NuScale Power']",
90,http://www.newswire.ca/en/releases/archive/February2026/17/c4219.html,articles/February202617c4219.html,['Indemnity National Insurance Company (INIC)'],
91,http://www.newswire.ca/en/releases/archive/February2026/17/c9471.html,articles/February202617c9471.html,"['WIDIA', 'Kennametal Inc.', 'Hanita', 'GTD', 'VSM890', 'WCE4 solid carbide end mills', 'VSM890 shoulder mills']",
92,http://www.newswire.ca/en/releases/archive/February2026/17/c5746.html,articles/February202617c5746.html,['Gold Royalty Corp.'],
93,http://www.newswire.ca/en/releases/archive/February2026/17/c2573.html,articles/February202617c2573.html,"['Kinterra Antler Copper Project', 'Kinterra Critical Materials & Infrastructure Opportunities Fund II', 'Kinterra Copper Resources']",
94,http://www.newswire.ca/en/releases/archive/February2026/17/c8665.html,articles/February202617c8665.html,"['Copper Giant Resources Corp.', 'Mocoa Project']",resource
95,http://www.newswire.ca/en/releases/archive/February2026/17/c4925.html,articles/February202617c4925.html,"['5N Plus', '5N+']",
96,http://www.newswire.ca/en/releases/archive/February2026/17/c2558.html,articles/February202617c2558.html,['Wicheeda Rare Earth Element Project'],
97,http://www.newswire.ca/en/releases/archive/February2026/17/c2982.html,articles/February202617c2982.html,"['Luca Mining Corp.', 'Campo Morado Mine']",resource
98,http://www.newswire.ca/en/releases/archive/February2026/17/c5710.html,articles/February202617c5710.html,"['Pipy South Nickel Project', 'Thompson Nickel Belt']",
99,http://www.newswire.ca/en/releases/archive/February2026/17/c9805.html,articles/February202617c9805.html,"['Phoenix Uranium Mine', 'Wheeler River Project']",
100,http://www.newswire.ca/en/releases/archive/February2026/17/c6420.html,articles/February202617c6420.html,"['Upper Kobuk Mineral Projects', 'Ambler Metals LLC', 'South32 Limited (ASX, LSE, JSE: S32; ADR: SOUHY)']",resource
101,http://www.newswire.ca/en/releases/archive/February2026/17/c8682.html,articles/February202617c8682.html,"['Crucero Project', 'Crucero']",resource
102,http://www.newswire.ca/en/releases/archive/February2026/17/c9967.html,articles/February202617c9967.html,"['Aurora', 'Saltworks Technologies Inc.', 'EMP Metals Corp.']",
103,http://www.newswire.ca/en/releases/archive/February2026/16/c5537.html,articles/February202616c5537.html,"['Westgold Resources Limited', 'Valiant Gold Limited', 'Reedy and Comet Projects']",resource
104,http://www.newswire.ca/en/releases/archive/February2026/16/c0910.html,articles/February202616c0910.html,"['Wheaton Precious Metals Corp.', 'Salobo', 'Antamina', 'Pampanachha', 'Koné', 'Fenix', 'Hemlo', 'Mineral Park', 'El Domo', 'Blackwater', 'Marmato', 'Sudbury', 'Zinkgruvan', 'Neves-Corvo', 'Spring Valley', 'Cangrejos', 'Kudz ze Kayah', 'Marathon', 'Pascua Lama', 'El Alto']",resource
105,http://www.newswire.ca/en/releases/archive/February2026/16/c6589.html,articles/February202616c6589.html,"['Timiskaming Dam-Bridge', 'Quebec Timiskaming dam-bridge']",
106,http://www.newswire.ca/en/releases/archive/February2026/16/c8642.html,articles/February202616c8642.html,"['Wheaton Precious Metals International Ltd.', 'Antamina', 'BHP', 'WPMI']",resource
107,http://www.newswire.ca/en/releases/archive/February2026/16/c2981.html,articles/February202616c2981.html,"['Vicuña Project', 'Filo del Sol Deposit', 'Josemaria Deposit']",resource
108,http://www.newswire.ca/en/releases/archive/February2026/16/c4094.html,articles/February202616c4094.html,,resource
109,http://www.newswire.ca/en/releases/archive/February2026/15/c2406.html,articles/February202615c2406.html,"['Mt Henry-Selene Gold Project', 'Alicanto Minerals Limited']",resource
110,http://www.newswire.ca/en/releases/archive/February2026/13/c8754.html,articles/February202613c8754.html,"['Metalla Royalty & Streaming Ltd.', 'Metalla']",
111,http://www.newswire.ca/en/releases/archive/February2026/13/c4299.html,articles/February202613c4299.html,['Argenta Silver Corp.'],
112,http://www.newswire.ca/en/releases/archive/February2026/13/c4375.html,articles/February202613c4375.html,"['BCSC', 'Varandeep Singh Grewal', 'B.C. Securities Commission', 'Mineral Exploration Start-Up']",
113,http://www.newswire.ca/en/releases/archive/February2026/13/c1749.html,articles/February202613c1749.html,['Metalex Ventures Ltd'],
114,http://www.newswire.ca/en/releases/archive/February2026/13/c2887.html,articles/February202613c2887.html,"['i-80 Gold', 'i-80 Gold Corp']",resource
115,http://www.newswire.ca/en/releases/archive/February2026/13/c8492.html,articles/February202613c8492.html,"['INTELLECTUAL PROTOCOL FOR A MINERALS RECOVERY SYSTEM', 'EARTHWORKS INDUSTRIES INC.']",
116,http://www.newswire.ca/en/releases/archive/February2026/13/c1946.html,articles/February202613c1946.html,"['Nemo Resource', 'Labrador Gold Corp.', 'Moose Pasture']",
117,http://www.newswire.ca/en/releases/archive/February2026/13/c7917.html,articles/February202613c7917.html,"['ORION', 'HEMLO MINING', 'ORION MINE FUND IV LP']",
118,http://www.newswire.ca/en/releases/archive/February2026/13/c0056.html,articles/February202613c0056.html,"['WALKER LANE RESOURCES LTD', 'WALKER LANE GOLD TRENDS DISTRICT', 'RANCHERIA SILVER DISTRICT']",
119,http://www.newswire.ca/en/releases/archive/February2026/12/c1411.html,articles/February202612c1411.html,"['Costa Fuego Copper-Gold Project', 'Hot Chili Closes A$40 Million Private Placement']",resource
120,http://www.newswire.ca/en/releases/archive/February2026/12/c3474.html,articles/February202612c3474.html,"['Zoomlion', 'CONEXPO-CON/AGG 2026']",
121,http://www.newswire.ca/en/releases/archive/February2026/12/c0254.html,articles/February202612c0254.html,"['ORVANA', 'EL VALLE', 'CARLRES', 'DON MARIO', 'TAGUAS']",
122,http://www.newswire.ca/en/releases/archive/February2026/12/c6932.html,articles/February202612c6932.html,"['Vicuña Project', 'Lundin Mining Corporation']",
123,http://www.newswire.ca/en/releases/archive/February2026/12/c0572.html,articles/February202612c0572.html,"['Escacena Project', 'La Romana (Cu-Sn-Ag)', 'Cañada Honda (Au-Cu-Ag)']",resource
124,http://www.newswire.ca/en/releases/archive/February2026/12/c8192.html,articles/February202612c8192.html,"['Lundin Gold', 'FDN', 'Sandia', 'Trancaloma', 'Castillo Trancaloma']",resource
125,http://www.newswire.ca/en/releases/archive/February2026/12/c9957.html,articles/February202612c9957.html,,resource
126,http://www.newswire.ca/en/releases/archive/February2026/12/c4626.html,articles/February202612c4626.html,,resource
127,http://www.newswire.ca/en/releases/archive/February2026/12/c9012.html,articles/February202612c9012.html,"['Silver Tiger', 'El Tigre']",
128,http://www.newswire.ca/en/releases/archive/February2026/12/c6413.html,articles/February202612c6413.html,"['CUPANI METALS CORP.', 'VITAL DRILLING SERVICES']",
129,http://www.newswire.ca/en/releases/archive/February2026/12/c2518.html,articles/February202612c2518.html,"['ZS2', 'Supreme Insulated Panel Systems LLC']",
130,http://www.newswire.ca/en/releases/archive/February2026/12/c4373.html,articles/February202612c4373.html,"['CasinoProject', 'Western Copper and Gold Corporation']",
131,http://www.newswire.ca/en/releases/archive/February2026/12/c7295.html,articles/February202612c7295.html,"['Hopes Advance', 'Morgan Lake', 'Roberts Lake']",
132,http://www.newswire.ca/en/releases/archive/February2026/12/c2903.html,articles/February202612c2903.html,"['Happy Cat South', 'South Ravenswood', 'Blanco Creek Gold']",
133,http://www.newswire.ca/en/releases/archive/February2026/12/c6809.html,articles/February202612c6809.html,"['Capella Minerals Ltd.', 'Tümad Madencilik Sanayi Ve Ticaret A.S.']",
134,http://www.newswire.ca/en/releases/archive/February2026/12/c5253.html,articles/February202612c5253.html,"['Vizsla Silver Corp.', 'Panuco Project']",
135,http://www.newswire.ca/en/releases/archive/February2026/12/c0781.html,articles/February202612c0781.html,"['Fokus Mining Corporation', 'Gold Candle Ltd.', 'Galloway Project']",
136,http://www.newswire.ca/en/releases/archive/February2026/12/c5999.html,articles/February202612c5999.html,"['i-80 Gold Corp.', 'Granite Creek Underground', 'Archimedes Underground', 'Mineral Point Heap Leach', 'Cove Underground', 'Lone Tree open pit']",resource
137,http://www.newswire.ca/en/releases/archive/February2026/12/c9516.html,articles/February202612c9516.html,"['i-80 Gold Corp.', 'i-80 Gold', 'i-80 Gold Corp.']",resource
138,http://www.newswire.ca/en/releases/archive/February2026/12/c7235.html,articles/February202612c7235.html,"['Wajax Corporation', 'Wajax']",
139,http://www.newswire.ca/en/releases/archive/February2026/12/c3210.html,articles/February202612c3210.html,"['Rosebud Project', 'Blossom Gold Inc.', 'Investmin Resources (Nevada) Inc.']",
140,http://www.newswire.ca/en/releases/archive/February2026/12/c2986.html,articles/February202612c2986.html,"['Hemlo Gold Mine Complex', 'David Bell Mine']",
141,http://www.newswire.ca/en/releases/archive/February2026/12/c3220.html,articles/February202612c3220.html,"['Energy Fuels', 'White Mesa Mill', 'Toliara Project', 'Bahia Project', 'Donald Project']",
142,http://www.newswire.ca/en/releases/archive/February2026/12/c4653.html,articles/February202612c4653.html,"['Kay Project', 'Sugarloaf Peak Project']",resource
143,http://www.newswire.ca/en/releases/archive/February2026/11/c9190.html,articles/February202611c9190.html,"['ORVANA', 'DON MARIO', 'EMIPA', 'TAGUAS', 'OROVALLE']",resource
144,http://www.newswire.ca/en/releases/archive/February2026/11/c8556.html,articles/February202611c8556.html,"['Lithium Africa Corp.', 'LARC', 'GFL International Co. Ltd.']",
145,http://www.newswire.ca/en/releases/archive/February2026/11/c7301.html,articles/February202611c7301.html,"['NEW PACIFIC', 'SILVER SAND PROJECT', 'CARANGAS PROJECT', 'SILVERSTRIKE PROJECT']",resource
146,http://www.newswire.ca/en/releases/archive/February2026/11/c8172.html,articles/February202611c8172.html,"['ORBIT GARANT', ""VAL-D'OR"", 'FRANÇAIS', 'PUBLISHED_DATE', 'BODY', 'TITLE', 'RECONCILIATION OF NON - IFRS FINANCIAL MEASURES', 'EBITDA', 'Adjusted EBITDA', 'Adjusted EBITDA Margin', 'Liquidity and Capital Resources', 'Conference Call', 'About Orbit Garant', 'Forward-looking information']",resource
147,http://www.newswire.ca/en/releases/archive/February2026/11/c3853.html,articles/February202611c3853.html,"['RUSSEL METALS', 'Kloeckner', 'RUSSEL METALS INC.', 'RUSSEL METALS', 'RUSSEL METALS INC.', 'KOECKNER METAL CORP', 'RUSSEL METALS', 'RUSSEL METALS INC.', 'RUSSEL METALS', 'RUSSEL METALS INC.']",resource
148,http://www.newswire.ca/en/releases/archive/February2026/11/c5339.html,articles/February202611c5339.html,"['Springer Tungsten Mine', 'Nussir Project', 'Sagmo', 'Avilon', 'Sutton I & II tungsten-rich mineralized zones']",resource
149,http://www.newswire.ca/en/releases/archive/February2026/11/c8939.html,articles/February202611c8939.html,"['Metalla Royalty & Streaming Ltd.', 'Copper World', 'Castle Mountain', 'Taca Taca', 'Wharf', 'Gurupi', 'Del Toro', '15-Mile', 'Tower Mountain']",resource
150,http://www.newswire.ca/en/releases/archive/February2026/11/c0278.html,articles/February202611c0278.html,"['CasinoProject', 'Western Copper and Gold Corporation']",
151,http://www.newswire.ca/en/releases/archive/February2026/11/c6814.html,articles/February202611c6814.html,"['GoldHaven Resources', 'Emerita Resources', 'Amaroq', 'Silvercorp', 'Electra Battery Materials']",
152,http://www.newswire.ca/en/releases/archive/February2026/11/c4070.html,articles/February202611c4070.html,"['GoldHaven Resources', 'American Tungsten', 'NGEx Minerals', 'Eldorado Gold', 'Foran Mining']",
153,http://www.newswire.ca/en/releases/archive/February2026/11/c5745.html,articles/February202611c5745.html,"['BMO Capital Markets', 'Global Metals, Mining and Critical Minerals Conference']",
154,http://www.newswire.ca/en/releases/archive/February2026/11/c7224.html,articles/February202611c7224.html,"['Fenn-Gib Project', 'Mayfair Gold Corp.', 'Mayfair']",resource
155,http://www.newswire.ca/en/releases/archive/February2026/10/c2414.html,articles/February202610c2414.html,"['Springer Tungsten and Critical Metals Mine and Processing Plant', 'Blue Moon Metals Inc.']",
156,http://www.newswire.ca/en/releases/archive/February2026/10/c1626.html,articles/February202610c1626.html,"['Kootenay Silver Inc.', 'La Cigarra silver projects in Mexico', 'Columba and La Cigarra silver projects in Mexico']",
157,http://www.newswire.ca/en/releases/archive/February2026/10/c9753.html,articles/February202610c9753.html,"['Mactung', 'Macpass']",
158,http://www.newswire.ca/en/releases/archive/February2026/10/c1838.html,articles/February202610c1838.html,"['Cascades', 'Beravina Project']",
159,http://www.newswire.ca/en/releases/archive/February2026/10/c0112.html,articles/February202610c0112.html,,resource
160,http://www.newswire.ca/en/releases/archive/February2026/10/c0867.html,articles/February202610c0867.html,"['NEO Battery Materials Ltd.', 'Target IR & Communications', 'NEO', '2026', 'General Chang-Jun Ko']",
161,http://www.newswire.ca/en/releases/archive/February2026/10/c8709.html,articles/February202610c8709.html,"['Baptiste', 'FPX Nickel Corp.', 'AWARuite', 'Van Target']",
162,http://www.newswire.ca/en/releases/archive/February2026/10/c7410.html,articles/February202610c7410.html,"['Lunahuasi', 'Los Helados']",resource
163,http://www.newswire.ca/en/releases/archive/February2026/10/c7897.html,articles/February202610c7897.html,"['CWB WeldSAFE™', 'Welding Facilities']",
164,http://www.newswire.ca/en/releases/archive/February2026/09/c9308.html,articles/February202609c9308.html,"['Gahcho Kué Mine', 'Tuzo Phase 3']",
165,http://www.newswire.ca/en/releases/archive/February2026/09/c7632.html,articles/February202609c7632.html,"['Lux Metals Corp.', 'La Grande Project']",
166,http://www.newswire.ca/en/releases/archive/February2026/09/c8487.html,articles/February202609c8487.html,['Silver Corp (TSX:SVM)'],resource
167,http://www.newswire.ca/en/releases/archive/February2026/09/c3974.html,articles/February202609c3974.html,"['Labrador Gold Corp.', 'Coloured Ties Capital Inc.']",
168,http://www.newswire.ca/en/releases/archive/February2026/09/c7310.html,articles/February202609c7310.html,"['Vizsla Silver Corp.', 'Concordia', 'Mexico']",
